f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71
324,0.13862847,34.44740651,-381.9310362,0.492720879,55.41506067,-511.4093168,52.57464391,4.773015851,539.6810018,-11.37577678,70.97556476,82.61663041,95.08660829,73.94875432,-0.156559716,15.37868341,-14.77681496,58.97927717,63.620442,85.85311347,60.93109902,-0.007263191,40.12219989,-9.904476416,65.22728059,58.85775587,91.91488023,67.94984115,-0.031509027,90.98027852,-331.6759179,1.330659267,62.39700374,-414.6041271,68.48203257,1.301102739,112.226357,-313.2675213,1.883336179,68.23112771,-370.9405662,70.31780911,0.451602864,62.02233391,-8.563924104,65.74794645,66.46660091,91.79756149,72.03865408,0.383397977,18.32789682,-241.6905569,1.207262611,63.48378463,-708.4568423,77.23432004,-1.123986266,129.553848,-615.9314307,-0.682957636,35.14876357,-1751.781422,27.19692997,-0.310948793,44.02869606,-420.8376968,1.470669626,68.13900206,-555.4825257,67.30526484
325,0.155070669,34.47248141,-451.8451667,1.100623181,53.90116424,-607.7769192,60.63682061,5.940930457,540.409668,-11.20224341,67.64396004,76.64253619,91.04518304,74.01489784,-0.110946771,15.37485008,-3.574918332,61.69085504,70.39133247,81.79326021,66.2813898,0.12689464,40.23106651,-9.904476416,66.46455051,75.05994107,87.51636912,67.94984115,0.124376389,91.02402827,-324.0019369,1.550723266,70.35103301,-437.7622853,70.14354434,1.41931136,112.5595034,-300.1070357,2.012566875,67.67116944,-328.3572836,73.72035711,0.623140231,62.13366712,-4.836636246,67.03056493,65.15273356,91.11738394,75.17093849,0.386621843,18.37446442,-246.4410965,0.960341823,59.51310714,-671.4182205,70.01022523,-1.189420009,129.2777445,-576.2741331,-0.527697678,29.7339778,-1627.186906,32.74038146,-0.214426159,44.05332413,-378.6848721,1.325024964,67.45848551,-530.5980069,70.50432879
335,0.287627123,34.76361402,-351.8811628,0.603725128,46.36351433,-283.7419274,47.28025273,5.574668835,549.0730021,-62.40545835,61.34999818,47.33620592,76.05449949,46.77784761,0.251779723,15.43183333,-40.15726326,54.54941396,66.47156755,78.18472344,59.18606692,0.125211638,40.24973323,-72.54019537,42.64972709,44.17836587,38.99735245,47.31269837,0.675676191,91.98185832,-441.4167341,-0.085757173,43.7194443,-610.526372,50.09850632,1.287472928,114.9559072,-357.5742368,-1.288148216,58.31431591,-391.3574676,33.29391367,1.239890634,63.12199999,-20.17172687,64.53229567,58.67803289,86.49707327,63.85443911,0.304176304,18.77328142,-722.4099592,0.181544022,61.89919092,-784.7109383,50.8140236,-1.037445944,127.6667384,-861.9769256,-0.526782153,34.54567794,-1195.241442,26.72989438,0.440855395,44.28354886,-320.9284653,1.226179046,72.08684255,-414.0570331,63.72337415
336,0.300336891,34.80721881,-321.4472767,1.615009037,47.82067548,-333.4287757,60.61708911,4.987980681,549.8003337,-59.4845776,64.61771258,38.52471672,61.25383017,48.16783501,0.252704307,15.46246665,-39.18114289,53.21178157,61.00387578,60.46220592,59.63822224,0.146778356,40.24099986,-53.89062247,44.81770853,37.78059092,39.97466561,55.93190554,0.604253177,92.08628845,-554.2393111,-0.705026752,45.43237302,-644.408569,48.44164348,1.006048626,115.0869016,-351.605743,-1.126436418,53.09868857,-354.0994573,34.13247655,1.237954255,63.26299998,-16.95762069,66.22823267,49.99661903,78.27359383,66.050656,0.281996635,18.81724752,-765.2644773,0.404066925,55.42872273,-783.0456229,52.50818949,-1.061926162,127.4423436,-847.7637247,-0.356363898,34.76345215,-1011.652146,37.9484933,0.444586254,44.31888555,-373.2643714,1.223446176,72.36668428,-541.7620401,63.72337415
336,0.300336891,34.80721881,-321.4472767,1.615009037,47.82067548,-333.4287757,60.61708911,4.987980681,549.8003337,-59.4845776,64.61771258,38.52471672,61.25383017,48.16783501,0.252704307,15.46246665,-39.18114289,53.21178157,61.00387578,60.46220592,59.63822224,0.146778356,40.24099986,-53.89062247,44.81770853,37.78059092,39.97466561,55.93190554,0.604253177,92.08628845,-554.2393111,-0.705026752,45.43237302,-644.408569,48.44164348,1.006048626,115.0869016,-351.605743,-1.126436418,53.09868857,-354.0994573,34.13247655,1.237954255,63.26299998,-16.95762069,66.22823267,49.99661903,78.27359383,66.050656,0.281996635,18.81724752,-765.2644773,0.404066925,55.42872273,-783.0456229,52.50818949,-1.061926162,127.4423436,-847.7637247,-0.356363898,34.76345215,-1011.652146,37.9484933,0.444586254,44.31888555,-373.2643714,1.223446176,72.36668428,-541.7620401,63.72337415
337,0.325527847,34.86750679,-310.4839897,0.972323518,55.56084881,-355.6210913,64.87571229,3.829317367,550.4146667,-87.1477891,54.2471804,29.28732875,40.17607916,37.47300997,0.255933576,15.49514999,-35.52056219,49.6489542,59.27556627,37.40697937,61.48454954,0.452213534,40.33233325,-3.35363283,58.35456088,45.66056229,49.94914299,79.82207326,0.549771238,92.20329971,-591.3266908,-0.349745391,44.87714157,-722.3058101,49.90357682,0.791332295,115.1826981,-348.4465697,-1.720858988,52.01521888,-306.0163036,36.4372595,1.286147316,63.46500003,-3.953446491,65.86232577,53.51373609,67.8831421,72.07461561,0.250821534,18.85861206,-782.4957518,-0.115270485,48.2495727,-822.371641,44.92079503,-1.080455753,127.2605016,-849.9915934,-0.509050383,35.72055234,-881.0355051,36.92593309,0.431551658,44.35341873,-417.2661842,0.512406361,65.20897763,-705.6845945,59.22876124
337,0.325527847,34.86750679,-310.4839897,0.972323518,55.56084881,-355.6210913,64.87571229,3.829317367,550.4146667,-87.1477891,54.2471804,29.28732875,40.17607916,37.47300997,0.255933576,15.49514999,-35.52056219,49.6489542,59.27556627,37.40697937,61.48454954,0.452213534,40.33233325,-3.35363283,58.35456088,45.66056229,49.94914299,79.82207326,0.549771238,92.20329971,-591.3266908,-0.349745391,44.87714157,-722.3058101,49.90357682,0.791332295,115.1826981,-348.4465697,-1.720858988,52.01521888,-306.0163036,36.4372595,1.286147316,63.46500003,-3.953446491,65.86232577,53.51373609,67.8831421,72.07461561,0.250821534,18.85861206,-782.4957518,-0.115270485,48.2495727,-822.371641,44.92079503,-1.080455753,127.2605016,-849.9915934,-0.509050383,35.72055234,-881.0355051,36.92593309,0.431551658,44.35341873,-417.2661842,0.512406361,65.20897763,-705.6845945,59.22876124
338,0.353992241,34.94044635,-283.2679872,0.955214685,55.97877067,-348.5436839,67.57306718,2.743877266,550.9243327,-87.88918404,53.18277272,22.40550137,27.71872259,35.57116663,0.247569769,15.52110001,-40.94357958,43.13423034,64.7893129,22.9941078,57.02546069,0.798999246,40.43273328,-10.66411863,60.96751603,59.43081984,66.88213493,83.76388962,0.501463453,92.30026652,-591.1414806,-0.364025749,38.24982548,-831.5587691,50.02922889,0.607882586,115.2180283,-349.5840639,-2.355619248,46.05988447,-293.2342044,35.91515183,1.30286655,63.66833344,-10.19954004,64.16640621,64.9343358,64.82758961,70.62855278,0.221670704,18.89867605,-785.5361133,-0.353152686,41.3056154,-832.2018128,43.63705589,-1.087563336,127.080689,-850.9454471,-0.523573522,42.0424521,-903.3292622,36.44084254,0.451657639,44.4390831,-404.9971259,0.657618931,65.25041557,-799.2549818,67.72651526
339,0.370186674,35.023128,-284.5353976,1.046858058,57.04395812,-317.1429962,66.58980083,2.663101903,552.1939982,-47.47121436,57.15997198,30.58397536,24.062896,52.27383848,0.27313577,15.58276666,-17.19086893,50.85403384,67.56394878,24.9322606,68.55188956,0.988999469,40.5649999,-23.20200017,61.20238499,51.90727491,79.36380499,73.13901384,0.542801041,92.45676498,-566.6751438,0.543085218,39.06733203,-912.1222686,63.84979115,0.459294201,115.2865964,-324.5328551,-2.322858905,39.91595297,-329.6916334,36.26615652,1.743055577,64.12300021,-14.37500447,70.88113964,72.60301411,70.50026476,88.71677512,0.204399057,18.94836547,-772.35981,-0.093596264,48.16577304,-808.1777564,50.6844634,-1.007683859,126.9592601,-836.7330749,-0.33032246,49.33218461,-1114.617971,48.15103784,0.485325557,44.55794169,-395.096282,0.621290624,65.73898117,-773.7732364,72.11561445
340,0.368982071,35.0914463,-290.4509718,0.838416171,55.09655071,-287.8131438,61.75067611,2.914882092,553.7603312,-28.57725802,62.16589129,40.5789571,37.34987673,57.72727966,0.260617599,15.63991667,-37.20169862,42.63879322,65.94213438,33.3849308,54.37495643,1.137278761,40.7412665,-21.35577791,59.08044019,60.9129982,83.96126037,73.70569202,0.59215755,92.60984217,-597.061931,0.466434088,45.76124358,-920.7053457,66.74423747,0.361089656,115.3577593,-320.5396552,-1.901291139,46.69562287,-434.679581,40.52830944,2.05769838,64.6003334,-15.53576227,70.35858024,69.07221617,76.2108315,87.26167848,0.193518387,18.99623369,-764.2513537,-0.187553313,55.61313175,-845.4654245,54.70580324,-0.976141021,126.8116351,-845.006003,-0.254077047,48.14167014,-1390.118488,42.84873424,0.47542232,44.64494489,-408.297625,0.023990419,65.73408869,-721.6751917,59.63764718
341,0.375579898,35.15836563,-283.2679872,1.418895559,59.01946057,-272.7196364,65.28519099,3.200981362,555.3053324,-22.33988554,64.92383065,50.59614994,60.10651205,59.60900701,0.236671719,15.69971663,-44.79396433,43.6344282,61.55655593,42.26196139,49.86080277,1.269209552,41.08126653,-16.39572763,58.28408385,60.34558591,81.66370273,75.31973247,0.824751324,92.89996236,-411.6585242,1.776400206,51.15999195,-824.3879687,81.53119824,0.230391081,115.4018405,-328.9949103,-1.128825864,52.86800812,-534.3672434,34.83653773,2.253641627,65.05133336,-18.57144366,67.26956474,65.33619546,79.16344453,83.14646505,0.190259789,19.04332155,-752.0876785,-0.110869459,58.0635598,-946.5601001,60.30806989,-1.009543287,126.6439606,-858.4762259,-0.266319803,35.43326143,-1585.403766,35.50366965,0.478261403,44.73034147,-411.2813374,0.575180167,72.46745091,-683.3734444,63.43934358
342,0.397890667,35.23710302,-263.012043,2.32783883,64.33504199,-266.1265239,70.93645723,4.008480541,556.8943319,-0.556263395,74.92600649,58.03237895,82.93412345,67.96484776,0.227338978,15.75804993,-36.55098618,50.98680594,65.55516307,37.27768611,54.58410711,1.479842476,41.44766655,-4.453950788,64.46554096,66.76239411,79.96403946,81.01851752,0.879239913,93.12192179,-437.6853475,1.099384585,44.58256875,-662.1379145,62.59279473,0.039181342,115.3946386,-326.8010385,-1.044588314,45.62716693,-601.9224153,27.18783361,2.403811975,65.49466667,-16.26018501,69.79904128,70.58460347,77.75640184,83.8693202,0.177444767,19.08702736,-765.2644773,0.182801218,58.81516568,-1075.674801,52.23279228,-0.992045033,126.4630727,-852.2189885,-0.028118225,34.99609694,-1617.836455,40.93084824,0.516038023,44.84224052,-386.7849693,1.140320475,73.56497213,-682.652661,71.39747895
342,0.397890667,35.23710302,-263.012043,2.32783883,64.33504199,-266.1265239,70.93645723,4.008480541,556.8943319,-0.556263395,74.92600649,58.03237895,82.93412345,67.96484776,0.227338978,15.75804993,-36.55098618,50.98680594,65.55516307,37.27768611,54.58410711,1.479842476,41.44766655,-4.453950788,64.46554096,66.76239411,79.96403946,81.01851752,0.879239913,93.12192179,-437.6853475,1.099384585,44.58256875,-662.1379145,62.59279473,0.039181342,115.3946386,-326.8010385,-1.044588314,45.62716693,-601.9224153,27.18783361,2.403811975,65.49466667,-16.26018501,69.79904128,70.58460347,77.75640184,83.8693202,0.177444767,19.08702736,-765.2644773,0.182801218,58.81516568,-1075.674801,52.23279228,-0.992045033,126.4630727,-852.2189885,-0.028118225,34.99609694,-1617.836455,40.93084824,0.516038023,44.84224052,-386.7849693,1.140320475,73.56497213,-682.652661,71.39747895
343,0.394252466,35.29658203,-341.3069472,1.188602093,63.55284231,-302.0062461,61.93078273,4.455854763,558.0313314,-27.91838353,67.03062768,66.36403459,92.30717927,64.49736089,0.205151398,15.79354995,-48.96508512,48.5761354,69.2208392,32.16249889,49.169283,1.552699107,41.76653328,-22.00327511,56.82677925,72.26128478,76.35000385,69.5548171,0.890041904,93.32806015,-442.4948133,0.853005681,37.24857275,-488.2411799,59.63904428,-0.228287909,115.2952418,-285.0243669,-1.870120038,44.19122739,-566.1689886,20.22078982,2.453389006,65.88399989,-21.46844544,66.37027545,64.94105767,69.79427662,76.93435403,0.154798113,19.12188791,-792.7919811,-0.065371936,58.19171524,-1109.862326,43.45345487,-1.035721895,126.1967539,-833.4324417,-0.339749087,34.08599986,-1557.640878,33.90104868,0.490423823,44.91639379,-443.4400471,0.569925578,67.35105974,-695.4467518,54.82965594
347,0.381084775,35.51630745,-308.482933,0.567990629,63.27386152,-674.2468372,52.27329161,7.839712261,564.9543335,-11.70185641,66.41001428,67.84143719,84.15354535,71.51307009,0.151122335,15.97243331,-78.52211398,53.52929665,47.78717026,42.22659141,49.47854133,1.83230364,43.03773321,-9.79219429,54.9166456,74.82923933,64.92277044,74.85978792,0.827026355,94.14535802,-448.4361071,0.337552034,51.19201481,-594.0324707,52.66387072,-1.06448876,114.7878904,-273.9896574,-3.203691793,34.55751526,-241.4566408,25.425959,2.339322946,67.42133319,-27.60664878,51.64169084,54.57978938,34.97708669,68.73524952,0.128928461,19.2441604,-759.9303818,0.169559868,63.47280032,-1061.358808,60.08956107,-1.001509861,125.5050992,-1055.410665,-0.281409814,30.22229768,-1297.478466,41.99026963,0.410394011,45.29840253,-632.026715,0.280296035,51.24855614,-704.7598757,57.9331906
348,0.366812698,35.57751834,-301.1207581,0.654526452,68.32890332,-641.0949247,55.75701378,8.601075652,566.7096659,-4.69794933,65.22841645,72.50956583,84.41715706,77.3167148,0.167949751,16.03181661,-35.22733372,59.66444423,46.32919654,48.240977,63.8224363,1.846761414,43.32859993,-11.11627719,51.27524736,74.04338083,70.05469664,73.77356639,0.896038508,94.36654689,-420.9942311,0.211779922,57.14531208,-658.8531706,66.56865708,-1.121488908,114.6956965,-293.7023522,-2.189378047,42.1509515,-278.8639751,34.5813192,2.314651325,67.78166656,-19.90521113,54.49982617,57.08455129,36.7000132,72.86835888,0.14313063,19.26315161,-790.851276,0.340190614,63.3050885,-1003.941157,68.87503465,-0.685202361,125.4902918,-675.6212692,0.639388747,40.13010275,-1229.090123,70.40016245,0.417523111,45.40929591,-617.0502894,0.475484751,59.24146225,-677.1384357,64.34815405
348,0.366812698,35.57751834,-301.1207581,0.654526452,68.32890332,-641.0949247,55.75701378,8.601075652,566.7096659,-4.69794933,65.22841645,72.50956583,84.41715706,77.3167148,0.167949751,16.03181661,-35.22733372,59.66444423,46.32919654,48.240977,63.8224363,1.846761414,43.32859993,-11.11627719,51.27524736,74.04338083,70.05469664,73.77356639,0.896038508,94.36654689,-420.9942311,0.211779922,57.14531208,-658.8531706,66.56865708,-1.121488908,114.6956965,-293.7023522,-2.189378047,42.1509515,-278.8639751,34.5813192,2.314651325,67.78166656,-19.90521113,54.49982617,57.08455129,36.7000132,72.86835888,0.14313063,19.26315161,-790.851276,0.340190614,63.3050885,-1003.941157,68.87503465,-0.685202361,125.4902918,-675.6212692,0.639388747,40.13010275,-1229.090123,70.40016245,0.417523111,45.40929591,-617.0502894,0.475484751,59.24146225,-677.1384357,64.34815405
349,0.353524213,35.64161682,-307.5086907,0.427762663,69.79458251,-617.3866521,56.40518662,9.042932415,568.3893331,-7.219347129,60.87418501,77.71576877,81.91859276,75.46988705,0.181054482,16.08458328,-32.73807804,55.01391132,53.65764048,56.20539926,64.52494259,1.672872183,43.55613327,-35.0966943,40.86792269,66.67877358,63.55532459,48.96375195,0.986207148,94.60332387,-399.2589691,0.958475757,61.79316688,-678.4551609,70.30421096,-1.189910182,114.6392278,-301.7280374,-1.814746063,42.9589104,-368.7537654,31.97208717,2.249000894,68.15,-22.86729558,51.99061469,56.21906138,41.09795598,68.83027818,0.161409153,19.29179611,-747.3796149,0.815944203,71.34630205,-925.4871473,73.07018131,-0.318354207,125.5700277,-558.759335,0.894949345,48.2139297,-1066.893491,75.87468223,0.379643638,45.50696017,-642.7232103,-0.323487048,56.86533638,-685.8438326,49.43672353
349,0.353524213,35.64161682,-307.5086907,0.427762663,69.79458251,-617.3866521,56.40518662,9.042932415,568.3893331,-7.219347129,60.87418501,77.71576877,81.91859276,75.46988705,0.181054482,16.08458328,-32.73807804,55.01391132,53.65764048,56.20539926,64.52494259,1.672872183,43.55613327,-35.0966943,40.86792269,66.67877358,63.55532459,48.96375195,0.986207148,94.60332387,-399.2589691,0.958475757,61.79316688,-678.4551609,70.30421096,-1.189910182,114.6392278,-301.7280374,-1.814746063,42.9589104,-368.7537654,31.97208717,2.249000894,68.15,-22.86729558,51.99061469,56.21906138,41.09795598,68.83027818,0.161409153,19.29179611,-747.3796149,0.815944203,71.34630205,-925.4871473,73.07018131,-0.318354207,125.5700277,-558.759335,0.894949345,48.2139297,-1066.893491,75.87468223,0.379643638,45.50696017,-642.7232103,-0.323487048,56.86533638,-685.8438326,49.43672353
350,0.332174053,35.68348351,-311.9509528,0.364349212,69.03752211,-608.0047278,53.39711051,9.469537938,569.8353333,-2.501030734,65.89390218,82.24002235,83.16512952,77.48059457,0.207765573,16.13871663,-7.629809141,61.37349738,58.83929799,70.48626518,71.06436128,1.514698067,43.75479991,-39.86398603,46.19303674,65.39660856,52.16412111,48.63360894,1.162670784,94.85488281,-323.7921939,1.715420926,66.39922932,-625.8886782,77.60309445,-1.168592991,114.5686409,-291.9661944,-0.710328941,46.77859434,-475.6622627,40.64865959,2.236550921,68.51999995,-13.70871422,57.89062696,59.90252741,48.19452255,74.17951687,0.183928209,19.3152696,-647.6235349,1.227746813,77.23283515,-802.9928574,77.13442708,-0.019677591,125.6187805,-557.7297716,1.010341514,47.97976368,-790.3134458,76.2228739,0.350800296,45.59607277,-639.3002753,0.178483732,57.00089242,-732.8440836,51.17723491
352,0.30079262,35.78598366,-549.5834765,0.239362607,67.36152326,-690.3289674,51.41178212,8.448736559,571.4990011,-39.14226715,52.7474274,81.61927204,72.67301735,46.0683505,0.171589864,16.2057333,-81.65580193,48.50841381,46.21023408,75.49512774,41.90654942,1.003649866,43.9517999,-84.11649093,39.79171645,45.82708504,22.85628919,33.22354879,1.051476854,95.14863561,-346.7657786,0.554569006,58.15619583,-466.0905058,53.3302987,-1.189793765,114.3274974,-300.1662384,-1.216381867,45.02014046,-539.8839905,32.73489194,1.8999499,69.06566645,-92.93202449,45.07326154,47.00187514,53.13967488,44.90341781,0.20379238,19.36168029,-621.6011563,0.950475183,82.57333081,-712.9615661,65.48042785,0.30357632,125.7017072,-567.3643998,0.89963898,43.72541578,-515.8596025,65.10066206,0.197522168,45.7067922,-506.7963467,-0.878609202,48.61304025,-750.2645586,29.92799601
353,0.270962387,35.8287159,-645.3814304,-0.604099021,62.02140061,-764.0875366,47.99579142,7.916030838,571.7820007,-31.52905587,55.15494601,81.19904587,57.98991819,53.56550177,0.16363276,16.23764998,-48.32239979,52.88655607,42.17012606,61.52085532,52.44841892,0.848467337,44.02846654,-70.91330587,40.25829128,51.93609695,17.46364567,42.27661097,0.964909477,95.24753952,-450.3085852,0.468489322,51.20899388,-462.3788435,50.52136981,-1.247697351,114.1148755,-299.7990396,-1.439465282,41.64419631,-498.3940766,32.73489194,1.732117093,69.27633311,-77.56416526,43.8396384,30.98957655,41.07535958,49.20660706,0.226097947,19.38572388,-503.9844332,1.419473302,83.11859656,-762.1268172,75.87406132,0.456220366,125.7846344,-558.5383155,0.881069714,43.22817888,-681.5515395,69.97472473,0.131999951,45.74083341,-494.8562985,-0.827766486,42.31145277,-663.9894087,36.32772111
355,0.251075831,35.92775129,-470.3096976,0.492883739,54.06518483,-733.0419967,61.06415391,6.984332091,572.6380005,-27.9937579,56.42433525,73.08095359,39.99973016,57.77658829,0.205837859,16.32128328,-3.125069849,63.62007587,61.87697242,47.23434612,69.48441359,0.48321069,44.14253311,-87.22700988,42.20922027,44.86199037,24.44812049,35.19223347,0.79631058,95.43701401,-471.4401675,-0.171784803,39.13019207,-488.2014806,52.46172067,-1.199040011,113.6945302,-294.4663694,-0.601454636,31.51468068,-417.5632106,46.11337058,1.507431918,69.73199997,-47.01074957,52.60388951,39.67824319,30.65547668,56.3129657,0.25494308,19.43382683,-450.0414541,1.046142274,82.63842592,-830.2198774,77.79845749,0.600526597,125.986481,-561.6273342,0.368538271,48.21093574,-1456.391542,65.27715661,-0.000245444,45.76675936,-401.6461695,-1.23691342,39.99182471,-478.1327301,36.61527754
356,0.255735094,35.96239891,-424.8957771,0.476944535,54.46711482,-585.7448587,62.37105334,7.387009607,573.3916667,-5.24730826,60.18065055,73.4117186,47.65188395,66.00314994,0.285686565,16.39256665,-1.309227971,68.80413037,64.63771601,58.20675847,75.21078906,0.476095288,44.26873309,-58.86828941,52.82476758,44.20806723,33.64469429,52.77662948,0.697329746,95.51737264,-482.7536301,-0.536058984,39.32180745,-489.7810211,46.35448564,-1.024254886,113.5294467,-315.2610262,0.443887692,39.53465161,-369.8724779,56.97452884,1.47403809,70.00999985,-30.16305756,54.29883277,38.89870922,43.67966921,61.97126858,0.257944925,19.46021169,-455.1154638,0.807605865,82.39128674,-831.6791314,71.24165405,0.749278202,126.1117788,-489.7992981,0.404176601,55.69401014,-1683.811095,73.10103909,-0.007594003,45.79656715,-398.6521805,-0.587345622,39.23493348,-449.5520963,47.33698544
356,0.255735094,35.96239891,-424.8957771,0.476944535,54.46711482,-585.7448587,62.37105334,7.387009607,573.3916667,-5.24730826,60.18065055,73.4117186,47.65188395,66.00314994,0.285686565,16.39256665,-1.309227971,68.80413037,64.63771601,58.20675847,75.21078906,0.476095288,44.26873309,-58.86828941,52.82476758,44.20806723,33.64469429,52.77662948,0.697329746,95.51737264,-482.7536301,-0.536058984,39.32180745,-489.7810211,46.35448564,-1.024254886,113.5294467,-315.2610262,0.443887692,39.53465161,-369.8724779,56.97452884,1.47403809,70.00999985,-30.16305756,54.29883277,38.89870922,43.67966921,61.97126858,0.257944925,19.46021169,-455.1154638,0.807605865,82.39128674,-831.6791314,71.24165405,0.749278202,126.1117788,-489.7992981,0.404176601,55.69401014,-1683.811095,73.10103909,-0.007594003,45.79656715,-398.6521805,-0.587345622,39.23493348,-449.5520963,47.33698544
357,0.277891886,36.01032829,-401.4095555,1.154930589,61.72365685,-453.6648373,69.65838224,7.522587775,574.348999,-10.99796809,62.40724276,64.71395557,64.56525097,63.74345213,0.341480384,16.46856664,-3.869636588,69.90315283,65.98695728,79.0956082,73.67157595,0.351499531,44.36793315,-82.42884679,48.06787371,35.09491874,40.78173763,41.88275279,0.475479082,95.52839254,-441.7173835,-1.818251956,37.23322281,-504.1195681,34.07247481,-0.904598518,113.333537,-347.9297928,0.071241554,39.17464017,-320.1632451,53.33194301,1.384011445,70.2649999,-46.19556541,50.86854647,39.10793194,59.54126603,54.25538866,0.271786397,19.48846347,-432.4842381,1.029768218,89.05130572,-818.7787407,77.52493761,0.782591319,126.1755661,-498.5672521,0.228109579,54.48174739,-1674.956195,61.35177845,0.114471357,45.88564021,-310.0843018,1.002625953,52.21596519,-435.3394528,70.55778906
360,0.634165293,36.34179319,-150.2089488,4.269186729,63.57774259,-157.707986,88.77384916,7.426822096,577.7939982,-4.595448476,65.32278529,57.89945358,70.5849131,67.61673063,0.438652603,16.68435001,-2.664508858,72.52108204,70.71950308,88.85849598,72.94272476,0.033845185,44.61293322,-79.21656041,42.89504413,27.67642591,27.99393055,46.10692062,0.089630835,95.45824636,-338.9641931,-0.337338549,37.47724797,-473.4133753,49.43633957,-0.970589814,112.5530624,-371.0414125,-0.012721906,33.09715296,-288.1171301,46.80533755,1.106391847,71.01800003,-39.13029056,57.17116015,52.34115301,58.46919011,56.11314104,0.305948318,19.59855442,-396.7707084,1.024207887,82.04307642,-739.1525053,69.53934553,1.308745317,126.687929,-371.7856852,0.754260478,60.94419874,-820.666166,75.00123625,0.32676872,46.10279744,-295.7335178,1.458942231,59.47514864,-250.1316397,63.36721244
361,0.718474575,36.43880679,-147.421109,4.585664193,70.82926315,-105.6369812,89.42372888,7.656522888,578.8743306,-23.87283533,63.48549993,56.15016981,62.20909809,59.62663078,0.464630782,16.73450006,-4.837499278,72.22397037,75.60213715,84.83320223,73.81088355,0.012716557,44.69539998,-76.74261334,44.32065617,26.24947034,25.1189877,47.14943827,0.127353146,95.49076538,-331.7688723,0.100175987,38.53270537,-411.7781162,53.10473905,-0.874261062,112.2663989,-360.5940309,0.460364703,39.36480522,-315.1743186,51.11741656,1.013298895,71.18633321,-55.16300573,51.90524001,45.06157814,46.3224059,49.58434377,0.307335776,19.63022372,-446.9534547,0.877687663,76.50640695,-723.0438147,66.47436585,1.300735969,126.789992,-417.6330253,0.625636345,60.81750039,-683.2192002,61.37865735,0.363627044,46.14769402,-295.5323447,1.68308847,54.86686989,-308.450557,63.46389645
361,0.718474575,36.43880679,-147.421109,4.585664193,70.82926315,-105.6369812,89.42372888,7.656522888,578.8743306,-23.87283533,63.48549993,56.15016981,62.20909809,59.62663078,0.464630782,16.73450006,-4.837499278,72.22397037,75.60213715,84.83320223,73.81088355,0.012716557,44.69539998,-76.74261334,44.32065617,26.24947034,25.1189877,47.14943827,0.127353146,95.49076538,-331.7688723,0.100175987,38.53270537,-411.7781162,53.10473905,-0.874261062,112.2663989,-360.5940309,0.460364703,39.36480522,-315.1743186,51.11741656,1.013298895,71.18633321,-55.16300573,51.90524001,45.06157814,46.3224059,49.58434377,0.307335776,19.63022372,-446.9534547,0.877687663,76.50640695,-723.0438147,66.47436585,1.300735969,126.789992,-417.6330253,0.625636345,60.81750039,-683.2192002,61.37865735,0.363627044,46.14769402,-295.5323447,1.68308847,54.86686989,-308.450557,63.46389645
362,0.775650336,36.54159508,-147.6069323,4.082415215,71.97169193,-86.93729981,89.02735438,8.158465232,579.9689982,-14.46045576,60.92164953,56.60836174,69.53938568,63.45861735,0.483996726,16.79006672,-5.032497952,67.58030561,75.58962247,84.8553046,74.72942413,-0.019298476,44.79053332,-79.18552937,43.83563474,30.75632259,35.05505548,45.2834522,0.289236713,95.61734975,-311.2672536,0.502518471,39.71457953,-371.888308,62.13603541,-0.689541918,112.0295761,-337.7990451,0.67202337,40.75561367,-326.1686967,59.40251316,0.952747124,71.36399994,-42.64694993,46.39436693,39.36599794,47.20307873,52.80596419,0.311194146,19.66529497,-468.7899204,0.866567261,76.22740695,-749.4430546,69.09415244,1.456286246,126.9692853,-584.8303403,0.912496609,59.90845062,-644.0272517,72.63871705,0.41610101,46.19213575,-286.8819978,1.825437025,54.05397135,-467.2292107,67.69424519
366,0.737353167,36.94466362,-163.5925608,0.147836412,67.5323574,-393.7542213,54.91257227,7.847339777,584.9573344,-26.86757476,62.55160648,53.52218738,61.27993393,55.58930446,0.198109279,16.85903339,-88.72029454,44.0551171,56.91837286,44.50895049,25.12743271,0.102224091,45.30860011,-39.02175829,45.96675723,63.11413127,71.08612799,57.56067018,0.869932105,96.26478984,-297.5366084,2.239566913,57.72809839,-285.1578092,66.96709538,-1.337932076,110.9215251,-287.6181786,-1.713483421,24.42876009,-281.9691145,29.41196662,0.80941324,72.10933355,-18.98319725,59.4232133,50.95554389,71.9084929,56.95066238,0.278925248,19.78989105,-605.9519389,0.68626318,67.19229956,-992.0631969,62.01402904,1.795698029,128.0794421,-553.8601663,0.652699938,64.17379996,-798.7117688,72.25564922,0.571705241,46.42697194,-261.5517565,1.32654123,63.50567525,-756.0818151,70.41266884
