f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71
603,-0.483421707,40.8167188,-212.0659562,-2.633195597,24.35206821,-227.7756513,28.32659095,-0.888092753,550.158665,-59.76199339,46.23915544,64.7005414,38.54792681,51.92615922,0.144721495,21.62956664,-46.29868274,55.72511307,56.03377618,58.94891257,52.8073053,1.456430794,51.65300001,-47.88038678,54.07657393,67.23277785,76.28238738,51.38554384,-0.970418532,129.0599294,-296.8762484,-0.895410771,42.1906328,-327.0755011,46.63452201,-0.676448612,125.9333786,-244.0803793,0.383489436,46.77505705,-314.9999524,58.77399547,0.583227065,80.26700033,-56.94868139,39.79316415,45.05412832,14.98356561,44.90346703,-0.298122838,22.95126839,-292.026278,-1.455731522,25.8795289,-367.1165221,30.10104295,-0.826984018,117.5244649,-621.0763184,-0.26462026,34.16961687,-905.3027945,44.7625017,0.294849904,55.7861997,-317.6997021,-0.926794523,48.05644879,-487.3171631,40.03061263
603,-0.483421707,40.8167188,-212.0659562,-2.633195597,24.35206821,-227.7756513,28.32659095,-0.888092753,550.158665,-59.76199339,46.23915544,64.7005414,38.54792681,51.92615922,0.144721495,21.62956664,-46.29868274,55.72511307,56.03377618,58.94891257,52.8073053,1.456430794,51.65300001,-47.88038678,54.07657393,67.23277785,76.28238738,51.38554384,-0.970418532,129.0599294,-296.8762484,-0.895410771,42.1906328,-327.0755011,46.63452201,-0.676448612,125.9333786,-244.0803793,0.383489436,46.77505705,-314.9999524,58.77399547,0.583227065,80.26700033,-56.94868139,39.79316415,45.05412832,14.98356561,44.90346703,-0.298122838,22.95126839,-292.026278,-1.455731522,25.8795289,-367.1165221,30.10104295,-0.826984018,117.5244649,-621.0763184,-0.26462026,34.16961687,-905.3027945,44.7625017,0.294849904,55.7861997,-317.6997021,-0.926794523,48.05644879,-487.3171631,40.03061263
604,-0.496017278,40.74707425,-213.5856394,-2.246929047,25.96799177,-247.9398252,27.35854081,-1.389611955,549.9756653,-91.71448572,43.46921344,59.29200621,50.34156066,39.03229255,0.109348938,21.63661664,-80.76375699,52.85389959,49.89821148,61.47588252,39.35248719,1.13856249,51.70300001,-97.69010274,46.44264941,56.74998459,64.30995956,36.38239215,-1.133143177,128.8764407,-317.8409522,-1.589907446,42.84609488,-408.6061965,36.20928079,-0.608812376,125.9073995,-257.5459367,-0.405921197,47.4823428,-334.1682989,50.74849947,0.456726055,80.28800023,-66.81960451,43.28891987,46.85073848,24.68086986,38.80762163,-0.323677087,22.9043162,-298.1519237,-1.992951219,19.13711475,-431.2081696,22.57902026,-0.891650476,117.3612905,-638.2955428,-0.515461902,28.89599169,-1062.117836,34.09182036,0.131291954,55.7897096,-336.1701934,-2.114983004,41.3116313,-467.5543964,29.48146933
604,-0.496017278,40.74707425,-213.5856394,-2.246929047,25.96799177,-247.9398252,27.35854081,-1.389611955,549.9756653,-91.71448572,43.46921344,59.29200621,50.34156066,39.03229255,0.109348938,21.63661664,-80.76375699,52.85389959,49.89821148,61.47588252,39.35248719,1.13856249,51.70300001,-97.69010274,46.44264941,56.74998459,64.30995956,36.38239215,-1.133143177,128.8764407,-317.8409522,-1.589907446,42.84609488,-408.6061965,36.20928079,-0.608812376,125.9073995,-257.5459367,-0.405921197,47.4823428,-334.1682989,50.74849947,0.456726055,80.28800023,-66.81960451,43.28891987,46.85073848,24.68086986,38.80762163,-0.323677087,22.9043162,-298.1519237,-1.992951219,19.13711475,-431.2081696,22.57902026,-0.891650476,117.3612905,-638.2955428,-0.515461902,28.89599169,-1062.117836,34.09182036,0.131291954,55.7897096,-336.1701934,-2.114983004,41.3116313,-467.5543964,29.48146933
605,-0.480373953,40.65549876,-206.4931325,-0.730829486,25.72465152,-235.155069,38.64918005,-1.531375462,549.6556661,-80.39875354,47.1570217,58.26665117,55.26032723,44.64860631,0.099095726,21.64156666,-58.91941161,55.81673362,48.34548726,59.93883394,49.30879647,0.923770296,51.77293332,-87.1712892,46.83190884,57.14572157,42.17313464,40.9407259,-1.313262182,128.6264028,-314.4864734,-0.641887123,34.09960654,-492.8189276,33.41103651,-0.486710772,125.9014946,-249.3894575,1.466607431,45.90357481,-306.4152612,55.7378072,0.390701588,80.29833349,-71.7712307,44.00593884,46.15267605,36.05245972,45.62190367,-0.345179759,22.84555626,-303.1623539,-1.293658925,17.78713018,-522.2765727,21.25402233,-0.893496569,117.1704908,-631.8383845,-0.076732304,29.92518993,-1169.490916,40.25436061,0.046688482,55.79169146,-323.9236928,-0.660494786,40.74359383,-407.2350025,38.72880686
605,-0.480373953,40.65549876,-206.4931325,-0.730829486,25.72465152,-235.155069,38.64918005,-1.531375462,549.6556661,-80.39875354,47.1570217,58.26665117,55.26032723,44.64860631,0.099095726,21.64156666,-58.91941161,55.81673362,48.34548726,59.93883394,49.30879647,0.923770296,51.77293332,-87.1712892,46.83190884,57.14572157,42.17313464,40.9407259,-1.313262182,128.6264028,-314.4864734,-0.641887123,34.09960654,-492.8189276,33.41103651,-0.486710772,125.9014946,-249.3894575,1.466607431,45.90357481,-306.4152612,55.7378072,0.390701588,80.29833349,-71.7712307,44.00593884,46.15267605,36.05245972,45.62190367,-0.345179759,22.84555626,-303.1623539,-1.293658925,17.78713018,-522.2765727,21.25402233,-0.893496569,117.1704908,-631.8383845,-0.076732304,29.92518993,-1169.490916,40.25436061,0.046688482,55.79169146,-323.9236928,-0.660494786,40.74359383,-407.2350025,38.72880686
606,-0.456260615,40.57133204,-207.5851855,-0.103955935,34.06781964,-218.9847665,41.99281291,-0.710807246,549.7199992,-36.44034266,54.5437805,56.80395941,50.90155359,60.82463161,0.126309457,21.6698,-16.44140343,60.23384932,45.16539216,58.07335581,62.95445246,0.764582624,51.82426669,-82.8002497,43.6127631,57.24128362,22.58921638,42.90233738,-1.256557433,128.5373965,-296.0896006,-0.28668429,31.82602802,-543.2559595,46.67666346,-0.266803441,125.9649686,-230.8132502,2.361657723,42.28671522,-275.491819,63.81318589,0.344092837,80.31733348,-69.5572979,44.12395619,46.0719914,44.07311242,47.31422698,-0.334180213,22.79571609,-299.1035458,-0.542569153,23.70043142,-622.5270856,40.03374295,-0.711080844,117.0590525,-602.82758,0.54313412,40.1885625,-1177.792668,59.75953046,0.042128463,55.82711182,-306.9945485,-0.188964077,47.96435844,-374.4782329,49.32758827
609,-0.209632033,40.4501208,-189.0357061,1.786652262,48.02228901,-174.6613518,68.55269471,5.52498015,552.766331,-11.46102245,61.0256149,68.08494596,84.95556919,78.82666274,0.335755302,21.82178332,-19.10060474,62.94812765,48.18410884,87.19955974,71.57991948,0.597760229,52.10660006,-68.6212125,43.13860329,62.59163852,46.34109122,48.98667499,-0.334472512,128.6962364,-266.9474494,1.402634525,45.60937379,-373.1213176,66.65502212,0.591897627,126.4444115,-184.6214319,3.094619517,51.94792413,-178.3947297,67.91485825,0.479685421,80.539667,-40.33764044,49.4847549,42.80848799,78.73407491,64.90866089,-0.183999842,22.71550121,-324.6535948,1.000638642,43.97992752,-510.2224821,63.97238228,-0.092753719,116.9897532,-593.0664454,0.55397588,36.89191009,-667.6436506,63.04829314,0.315008771,56.09624583,-282.2945303,1.250367871,56.88062767,-304.9410724,66.12745331
610,-0.083727105,40.44449081,-154.4590656,3.395050937,53.63826208,-182.9181427,79.36184127,8.350870258,554.3159993,-4.187145602,64.09874236,72.97480921,90.2188255,85.15170046,0.428511766,21.88659999,-0.795088437,65.89305129,56.55286079,89.02824496,79.30657469,0.598509381,52.22453334,-56.04125673,45.9755359,61.66126568,66.77445454,54.77682019,0.134883178,128.8580905,-234.4434267,2.017241992,51.56115626,-274.6678997,72.32744167,0.85268709,126.582575,-166.8594144,2.95864831,57.82239938,-185.0547805,73.16261064,0.549310304,80.61933365,-32.19706384,46.12158902,41.57237767,85.14234013,68.73753082,-0.128817656,22.70071487,-336.126463,1.191688458,49.66785597,-402.6004836,68.51148436,0.159884608,117.0150358,-506.8751935,0.976476091,42.91272348,-596.9551654,72.1240246,0.410798109,56.18738225,-257.3535164,1.815807087,63.58715538,-268.0959033,68.65617634
611,0.013032855,40.45219625,-154.0705918,3.586035741,63.67891404,-194.3368738,77.98686494,18.27461767,559.2469991,-2.067786877,81.25230794,86.24910625,91.42728894,94.86657616,0.526335007,21.97364998,-4.026751956,70.70108148,65.48038092,88.1564104,82.2419924,0.719591998,52.41613337,-27.68304677,59.40094515,70.01982067,77.66731716,65.08469746,0.516148982,128.9999519,-232.956686,2.792200518,51.81650323,-213.1060148,72.80153106,0.930719633,126.7493754,-180.9648091,2.586515901,57.72533938,-237.5201698,61.24356968,0.564095641,80.73100026,-16.62281611,46.98869446,44.87298981,86.46681916,60.71178154,-0.093163986,22.69501139,-353.7665912,1.459674462,50.2730113,-346.1608051,62.45845791,0.440599994,117.1117236,-440.2633667,1.501301541,56.15905383,-639.0797541,76.2404908,0.457985046,56.27900594,-263.4839147,2.273807707,57.38430351,-275.4769787,63.48354471
612,0.109969909,40.4753123,-142.1030288,4.046615329,71.79258034,-191.0150247,80.85630592,25.30052353,564.023999,-6.215570647,81.62232049,78.32464827,92.7757753,90.15042639,0.617281129,22.07556667,-7.541006724,70.97969805,73.38518029,90.23723192,84.01101132,0.927510414,52.63693339,-13.57454935,63.81345226,77.41758939,85.99707677,72.07839799,0.879105037,129.194119,-211.5580009,3.668063783,61.23210033,-192.3204961,75.09208577,0.972774209,126.9262166,-181.9903587,2.58022095,58.55663356,-320.772741,60.41784231,0.568453262,80.83866679,-16.88672466,54.03334234,46.99711564,81.25763838,60.51761841,-0.073862941,22.68606091,-361.458156,1.554423016,52.22327312,-384.6294413,56.30827951,0.69529215,117.2479757,-399.0204573,1.605622172,66.02546287,-701.3886229,78.00283645,0.493046518,56.34204267,-262.6083045,2.171265855,64.6639818,-326.8191114,63.93139343
612,0.109969909,40.4753123,-142.1030288,4.046615329,71.79258034,-191.0150247,80.85630592,25.30052353,564.023999,-6.215570647,81.62232049,78.32464827,92.7757753,90.15042639,0.617281129,22.07556667,-7.541006724,70.97969805,73.38518029,90.23723192,84.01101132,0.927510414,52.63693339,-13.57454935,63.81345226,77.41758939,85.99707677,72.07839799,0.879105037,129.194119,-211.5580009,3.668063783,61.23210033,-192.3204961,75.09208577,0.972774209,126.9262166,-181.9903587,2.58022095,58.55663356,-320.772741,60.41784231,0.568453262,80.83866679,-16.88672466,54.03334234,46.99711564,81.25763838,60.51761841,-0.073862941,22.68606091,-361.458156,1.554423016,52.22327312,-384.6294413,56.30827951,0.69529215,117.2479757,-399.0204573,1.605622172,66.02546287,-701.3886229,78.00283645,0.493046518,56.34204267,-262.6083045,2.171265855,64.6639818,-326.8191114,63.93139343
613,0.210197956,40.52124799,-132.0210845,4.527707779,80.89392583,-188.8776118,83.78337501,30.7170494,569.0863322,-6.180657328,79.57138,82.81018572,93.99019165,90.35523634,0.681101725,22.18306669,-7.688901674,70.66032706,66.35571132,90.01704499,83.82168316,0.832705671,52.70680008,-61.47186632,53.12369417,67.7789164,79.97429494,48.99757285,1.111510874,129.3921221,-215.2194726,2.760831423,62.77624542,-229.276153,70.96742874,0.873114296,127.0549334,-207.9344121,0.946165039,56.86739801,-403.9372498,49.39906107,0.493594868,80.93966675,-40.63325972,54.31519517,47.18178732,66.67922236,45.43233297,-0.070178818,22.68001893,-371.2007243,0.8060711,53.40304296,-499.529696,49.22422343,0.318243702,117.1948326,-459.0341472,-0.547015028,55.46958674,-699.2426476,35.08118388,0.5043001,56.41522433,-265.4109815,1.429938612,57.75146398,-462.3760462,61.16108546
616,0.1517178,40.48835233,-161.7311867,0.78461105,72.41909659,-197.4663246,50.75171877,34.40442982,581.7463338,-33.75604309,62.89584954,72.48217765,61.09381656,61.00600182,0.907051169,22.53415,-32.99998622,56.22207025,72.39057346,69.68166045,87.80555963,0.602839636,52.98926671,-65.6771734,49.09466178,52.49864551,29.97048585,46.86365072,1.18209255,129.9023303,-244.4556725,-0.148450812,52.73013683,-453.6891641,42.49710535,0.692916467,127.4080175,-238.8292584,-0.748668921,56.68830176,-336.8396621,43.06802695,0.254436731,81.1143336,-46.17413133,42.63024108,54.12023071,14.77525412,45.21138283,-0.026313743,22.64858068,-298.5115765,0.70234571,64.48867819,-594.653541,63.79620233,-0.729646468,116.6903259,-392.6329808,-1.402652622,48.68465653,-354.3550216,31.39565252,0.548585525,56.58111839,-248.1151162,0.112961193,64.52095155,-742.0115801,51.89743607
617,0.098167303,40.46997795,-212.4236483,-1.460095935,71.73192707,-196.5699195,42.49486415,33.34969931,585.4396688,-31.98744902,60.24578762,67.9025917,33.49833068,62.31376885,1.046649381,22.70329997,-32.39752495,50.82201672,67.69895062,57.3536894,88.13925611,0.325784559,53.0047334,-93.80925559,42.79362735,54.22877207,21.36225085,33.17802152,1.411782462,130.1603116,-200.8978102,1.229424831,56.75123763,-445.6785166,63.78977294,0.335516792,127.355762,-289.6631591,-3.356803807,48.99662888,-293.9471589,31.57535579,0.130618554,81.11666692,-84.08412949,36.46676058,54.14569435,11.82318651,32.54759687,-0.006159503,22.64556306,-306.487455,0.102503701,56.1635275,-503.0255516,57.55561973,-1.011409771,116.504911,-374.973504,-1.892997845,48.65157171,-327.6934057,30.02790963,0.45038135,56.58674189,-261.9522909,-0.701192231,66.0633717,-667.5712452,41.70905249
619,0.086839507,40.47946218,-223.7040405,-0.288575526,64.87194852,-201.1063514,57.22963676,31.16947756,593.2136678,-32.17009788,45.03677812,70.63003868,10.43202721,63.69162074,1.181220439,23.04346663,-36.42719874,48.20852403,65.60069554,49.51758855,82.10371925,0.248778297,53.1723334,-63.66426839,44.66951741,64.45016273,32.40092095,48.26705697,2.439069592,131.0333906,-152.0472496,2.707968903,75.73009288,-243.2874063,70.49760341,0.090990829,127.3947314,-222.5365414,-0.942878222,42.09629523,-214.0231665,49.40726509,0.020761819,81.18333333,-68.88886534,44.66210599,56.20548522,27.96622777,39.92932976,0.034296529,22.64171111,-333.0217261,0.826791734,56.95355592,-368.8801448,62.44639549,-1.215092676,116.2249135,-362.8075671,-1.84682429,51.89692841,-580.7951792,39.73846763,0.36344929,56.6286822,-353.7908819,0.234639502,73.61168745,-443.0970069,54.04881317
620,0.153123056,40.50643133,-219.1448065,0.279605644,65.99661028,-192.4220491,63.90257642,30.21412703,597.1456685,-31.53981633,46.6213542,70.71194369,17.5272361,65.2348198,1.244611,23.22504997,-32.93243113,49.71240916,66.35965274,47.42683519,84.35403472,0.258346338,53.21486677,-55.38203614,54.05343614,64.04875159,50.19173125,52.07510828,2.732447412,131.4726669,-169.7232848,2.73267832,67.73335561,-150.2939403,70.84015403,-0.002262187,127.3823313,-232.8861681,-1.015451414,37.1580563,-176.8408779,44.38960828,0.053338816,81.29599991,-40,55.02653243,55.19217073,43.65219964,54.55799189,0.04671279,22.63067258,-432.762165,0.800189249,57.20351778,-373.3615465,58.36247788,-1.247197053,116.0795301,-363.4324157,-0.543358235,49.97565702,-791.0421639,39.30551279,0.360046082,56.66583443,-437.1803623,0.291718163,73.37853009,-401.3769065,55.23112653
621,0.190542752,40.50583839,-225.2766751,1.890298797,66.27300951,-171.5974579,60.57550982,28.55812179,600.5230021,-40.11928958,46.54950663,67.55455931,26.54788267,58.73744959,1.277659439,23.38631668,-36.28787274,48.12312252,66.22586593,45.41736828,83.40286524,0.25268755,53.24326681,-57.16678448,49.29714161,63.52374949,64.5459252,51.1391286,3.252309475,131.9237213,-140.9795966,3.708331824,71.22442668,-104.5594776,77.54187332,0.006658503,127.346609,-222.2617411,-1.246479296,38.35652972,-165.1542983,50.36083233,0.134094467,81.38266652,-22.49325967,56.08488437,53.28279967,56.35678042,61.78538884,0.063663537,22.61537088,-431.9604247,1.1988476,57.23741722,-437.3701045,61.81970422,-1.200428938,115.9329773,-358.4802664,-0.072949294,49.34410721,-957.8413857,44.8047224,0.319498963,56.67127558,-451.108897,-0.815010747,66.957975,-412.3788018,47.96666502
622,0.22549086,40.52688026,-221.5293571,1.356138781,61.43103615,-144.8956368,61.97164131,27.51118519,604.0963338,-36.51596167,52.35454403,66.51672202,39.78011152,63.07690325,1.2845245,23.55316664,-37.83335821,48.03753934,61.87266897,44.51579913,81.45683377,0.147095318,53.22646688,-74.34467477,46.54755573,58.58561032,71.76526947,42.62988197,3.557007609,132.3309586,-152.6291338,3.281994775,65.54945932,-90.18380371,73.5609395,-0.020337695,127.3040965,-226.6575987,-1.453312444,31.54095956,-182.4453101,47.90513153,0.148771187,81.43933334,-38.48230974,56.35542547,44.65826496,68.18125026,53.50881155,0.072341055,22.60327263,-435.6150769,0.492771814,51.73265999,-526.2123519,58.99384508,-1.333875921,115.739134,-360.1098655,-0.838756534,48.33080531,-1057.508491,33.61407046,0.284090263,56.69596341,-451.108897,-0.729993227,60.02801392,-485.7841676,47.96666502
622,0.22549086,40.52688026,-221.5293571,1.356138781,61.43103615,-144.8956368,61.97164131,27.51118519,604.0963338,-36.51596167,52.35454403,66.51672202,39.78011152,63.07690325,1.2845245,23.55316664,-37.83335821,48.03753934,61.87266897,44.51579913,81.45683377,0.147095318,53.22646688,-74.34467477,46.54755573,58.58561032,71.76526947,42.62988197,3.557007609,132.3309586,-152.6291338,3.281994775,65.54945932,-90.18380371,73.5609395,-0.020337695,127.3040965,-226.6575987,-1.453312444,31.54095956,-182.4453101,47.90513153,0.148771187,81.43933334,-38.48230974,56.35542547,44.65826496,68.18125026,53.50881155,0.072341055,22.60327263,-435.6150769,0.492771814,51.73265999,-526.2123519,58.99384508,-1.333875921,115.739134,-360.1098655,-0.838756534,48.33080531,-1057.508491,33.61407046,0.284090263,56.69596341,-451.108897,-0.729993227,60.02801392,-485.7841676,47.96666502
623,0.302076231,40.56570333,-186.4004651,2.736626379,62.03834296,-129.1069061,70.08348223,26.10300666,607.4830017,-41.50384627,57.28823123,66.19169153,49.71616866,59.62941306,1.262780333,23.71251659,-42.04025845,45.97849274,61.60179739,48.79893379,75.75711707,0.163043292,53.26973356,-56.80424999,53.57833198,58.87430814,70.88225435,52.03348238,3.703415971,132.6754796,-155.2677267,4.0809004,60.96966924,-102.485675,70.27207888,-0.051854567,127.2403292,-228.0314423,-0.5481492,36.13298789,-241.6131409,47.07731178,0.211223899,81.43199997,-20.59625023,58.88502916,41.72613488,71.74422158,60.36232244,0.056987515,22.58467439,-455.717242,-0.484209764,45.58779209,-616.7031442,45.72763178,-1.485416794,115.5019793,-342.9974478,-0.751677273,46.25606498,-1044.202437,30.6271117,0.248474801,56.69451841,-453.020637,-0.361308499,58.72701308,-570.8464699,46.84085896
623,0.302076231,40.56570333,-186.4004651,2.736626379,62.03834296,-129.1069061,70.08348223,26.10300666,607.4830017,-41.50384627,57.28823123,66.19169153,49.71616866,59.62941306,1.262780333,23.71251659,-42.04025845,45.97849274,61.60179739,48.79893379,75.75711707,0.163043292,53.26973356,-56.80424999,53.57833198,58.87430814,70.88225435,52.03348238,3.703415971,132.6754796,-155.2677267,4.0809004,60.96966924,-102.485675,70.27207888,-0.051854567,127.2403292,-228.0314423,-0.5481492,36.13298789,-241.6131409,47.07731178,0.211223899,81.43199997,-20.59625023,58.88502916,41.72613488,71.74422158,60.36232244,0.056987515,22.58467439,-455.717242,-0.484209764,45.58779209,-616.7031442,45.72763178,-1.485416794,115.5019793,-342.9974478,-0.751677273,46.25606498,-1044.202437,30.6271117,0.248474801,56.69451841,-453.020637,-0.361308499,58.72701308,-570.8464699,46.84085896
624,0.361473903,40.61519597,-168.7106214,3.186454278,62.15361715,-124.9851902,70.48163794,25.66032131,611.1463338,-64.81065082,59.51424036,64.00940336,61.60192452,66.91413781,1.251735476,23.86421661,-41.53713355,49.38965579,61.24706274,52.76950945,78.58045111,0.235104637,53.28613358,-46.06804862,64.13014504,62.59131945,69.71477544,57.01009008,3.883402638,133.0794281,-149.7905637,3.052184935,60.8623499,-129.6292639,73.14757559,0.089001432,127.2829844,-206.6471211,1.796929688,36.61120151,-310.855013,59.61197031,0.363046098,81.42633311,-14.82975308,62.15900204,41.27024495,73.71506762,70.4238602,0.059819756,22.57657712,-441.0977724,0.062647661,45.29345313,-672.5175094,54.34317504,-1.570411951,115.2510114,-341.6943061,-0.681826677,46.01427842,-971.3460582,32.49743002,0.235622498,56.67882525,-445.6463526,0.302918409,57.12726847,-654.0239655,51.86879518
624,0.361473903,40.61519597,-168.7106214,3.186454278,62.15361715,-124.9851902,70.48163794,25.66032131,611.1463338,-64.81065082,59.51424036,64.00940336,61.60192452,66.91413781,1.251735476,23.86421661,-41.53713355,49.38965579,61.24706274,52.76950945,78.58045111,0.235104637,53.28613358,-46.06804862,64.13014504,62.59131945,69.71477544,57.01009008,3.883402638,133.0794281,-149.7905637,3.052184935,60.8623499,-129.6292639,73.14757559,0.089001432,127.2829844,-206.6471211,1.796929688,36.61120151,-310.855013,59.61197031,0.363046098,81.42633311,-14.82975308,62.15900204,41.27024495,73.71506762,70.4238602,0.059819756,22.57657712,-441.0977724,0.062647661,45.29345313,-672.5175094,54.34317504,-1.570411951,115.2510114,-341.6943061,-0.681826677,46.01427842,-971.3460582,32.49743002,0.235622498,56.67882525,-445.6463526,0.302918409,57.12726847,-654.0239655,51.86879518
625,0.335804159,40.6442393,-192.2885134,1.6746552,56.44051056,-140.2215371,51.50273261,24.77058211,614.8656677,-69.89312431,55.73269868,48.09019229,64.59046436,63.45970977,1.198703304,24.01191661,-48.73653379,46.73329853,55.96461525,50.37310365,65.56339797,-0.09402222,53.15920029,-80.18996477,48.58652574,45.17556521,68.53052814,32.64686452,3.53580225,133.3469935,-172.434367,-0.135387578,60.08468283,-159.7798251,50.05263327,0.117996607,127.3342824,-217.0630218,1.048832401,37.16636643,-398.5429834,52.60903355,0.382929476,81.38599981,-38.67731825,54.18703538,41.40924594,72.33826842,55.71316664,0.057479418,22.57436358,-444.7525681,0.019707494,45.83673303,-696.383888,51.96368846,-1.634923791,115.0320625,-329.4767704,-0.922255052,40.45161741,-859.1452227,31.57305225,0.191076078,56.6699192,-458.7559824,-0.031538224,58.22787739,-719.8398587,43.44073836
625,0.335804159,40.6442393,-192.2885134,1.6746552,56.44051056,-140.2215371,51.50273261,24.77058211,614.8656677,-69.89312431,55.73269868,48.09019229,64.59046436,63.45970977,1.198703304,24.01191661,-48.73653379,46.73329853,55.96461525,50.37310365,65.56339797,-0.09402222,53.15920029,-80.18996477,48.58652574,45.17556521,68.53052814,32.64686452,3.53580225,133.3469935,-172.434367,-0.135387578,60.08468283,-159.7798251,50.05263327,0.117996607,127.3342824,-217.0630218,1.048832401,37.16636643,-398.5429834,52.60903355,0.382929476,81.38599981,-38.67731825,54.18703538,41.40924594,72.33826842,55.71316664,0.057479418,22.57436358,-444.7525681,0.019707494,45.83673303,-696.383888,51.96368846,-1.634923791,115.0320625,-329.4767704,-0.922255052,40.45161741,-859.1452227,31.57305225,0.191076078,56.6699192,-458.7559824,-0.031538224,58.22787739,-719.8398587,43.44073836
626,0.320376243,40.67654254,-189.3413955,0.700071193,51.42735513,-165.8606764,53.31576623,23.3317192,618.4136678,-79.21654133,53.14164931,53.57536765,63.4224074,57.20846567,1.116211468,24.14944998,-55.25887707,45.86388743,50.60855824,43.49582382,55.88604129,-0.408568877,52.98400027,-82.90530256,49.20460025,36.76114714,61.48626823,30.38682811,3.396851519,133.7180791,-163.5839559,0.849561859,53.89672126,-184.7549523,56.2781757,0.039826072,127.3602231,-229.9672733,-0.57718451,37.27528611,-425.1271834,45.04464557,0.434029792,81.34433314,-28.6572892,56.34178767,41.40334579,68.8586993,59.78571727,0.051112856,22.57347743,-448.4076506,-0.199147764,46.30666633,-687.6400332,49.46441862,-1.734625359,114.8056241,-428.3661628,-1.305850767,30.91360144,-759.7446497,27.67941694,0.140753206,56.66565107,-461.1838037,-0.624267008,51.69267798,-737.4950072,40.29357181
626,0.320376243,40.67654254,-189.3413955,0.700071193,51.42735513,-165.8606764,53.31576623,23.3317192,618.4136678,-79.21654133,53.14164931,53.57536765,63.4224074,57.20846567,1.116211468,24.14944998,-55.25887707,45.86388743,50.60855824,43.49582382,55.88604129,-0.408568877,52.98400027,-82.90530256,49.20460025,36.76114714,61.48626823,30.38682811,3.396851519,133.7180791,-163.5839559,0.849561859,53.89672126,-184.7549523,56.2781757,0.039826072,127.3602231,-229.9672733,-0.57718451,37.27528611,-425.1271834,45.04464557,0.434029792,81.34433314,-28.6572892,56.34178767,41.40334579,68.8586993,59.78571727,0.051112856,22.57347743,-448.4076506,-0.199147764,46.30666633,-687.6400332,49.46441862,-1.734625359,114.8056241,-428.3661628,-1.305850767,30.91360144,-759.7446497,27.67941694,0.140753206,56.66565107,-461.1838037,-0.624267008,51.69267798,-737.4950072,40.29357181
627,0.34648391,40.73788961,-174.8504944,0.843156621,49.35357352,-194.5164491,61.48473537,21.83880131,622.0830017,-81.23984888,47.43280184,50.37917921,51.50685767,55.83131662,1.044365047,24.29261665,-53.94295741,37.95922519,54.20967442,30.63517035,57.35149706,-0.672209921,52.81100032,-85.47372088,50.53784976,38.32071177,44.41630799,29.49520599,3.137201621,134.0625982,-169.2950871,0.35989453,58.55155076,-204.8626108,51.49882883,0.222721012,127.4874825,-198.2593616,1.946360204,45.56694929,-416.3139204,60.95973173,0.543307502,81.37366664,-10.02002905,55.83514528,50.0099862,64.3390305,66.41412895,0.073979145,22.58768965,-421.6049551,0.657673244,53.53887566,-663.1780276,64.08149758,-1.700888825,114.6321777,-537.907907,-0.625092448,44.30099149,-690.3043386,39.39374329,0.155354801,56.6763813,-438.3932133,-0.058190774,58.5981309,-712.1326001,55.8100115
627,0.34648391,40.73788961,-174.8504944,0.843156621,49.35357352,-194.5164491,61.48473537,21.83880131,622.0830017,-81.23984888,47.43280184,50.37917921,51.50685767,55.83131662,1.044365047,24.29261665,-53.94295741,37.95922519,54.20967442,30.63517035,57.35149706,-0.672209921,52.81100032,-85.47372088,50.53784976,38.32071177,44.41630799,29.49520599,3.137201621,134.0625982,-169.2950871,0.35989453,58.55155076,-204.8626108,51.49882883,0.222721012,127.4874825,-198.2593616,1.946360204,45.56694929,-416.3139204,60.95973173,0.543307502,81.37366664,-10.02002905,55.83514528,50.0099862,64.3390305,66.41412895,0.073979145,22.58768965,-421.6049551,0.657673244,53.53887566,-663.1780276,64.08149758,-1.700888825,114.6321777,-537.907907,-0.625092448,44.30099149,-690.3043386,39.39374329,0.155354801,56.6763813,-438.3932133,-0.058190774,58.5981309,-712.1326001,55.8100115
628,0.297739824,40.79834747,-197.4460489,0.063876443,52.66630757,-205.0588785,46.76259017,22.58686862,627.0513346,-26.12013159,55.15549262,52.36693306,43.50704171,72.45508101,0.989973965,24.45528329,-50.64366426,41.81289264,50.60648814,25.86095785,61.09078248,-0.93125406,52.64666697,-92.00547485,50.38860409,37.85547363,27.02808377,26.98139699,2.764320597,134.5270699,-176.108201,-1.272483914,57.67505891,-221.0446376,46.10888121,0.234780619,127.6716749,-231.6939782,0.290146525,34.49916039,-355.501721,51.84446383,0.645068489,81.46100006,-16.75390091,56.43491166,58.6676746,64.92832291,68.23309663,0.054213001,22.60634022,-510.0114922,-0.278875228,53.71896739,-635.7503205,44.73890494,-1.725125645,114.4877533,-565.4929885,-0.932950874,47.85086084,-662.2003874,34.48988321,0.121313506,56.71696307,-456.29999,-0.424344867,49.97420616,-646.0628674,45.16824051
